,time,sensor_reading,sensor_id,sensor,company,fuel,location
0,2019-01-01 01:00:00,50.98079686356381,0,0,Solar Generation SA,Solar,NE
1,2019-01-01 05:00:00,48.927470844012326,0,0,Solar Generation SA,Solar,NE
2,2019-01-01 09:00:00,46.81375794639162,0,0,Solar Generation SA,Solar,NE
3,2019-01-01 13:00:00,49.14839645511305,0,0,Solar Generation SA,Solar,NE
4,2019-01-01 17:00:00,51.763883160554954,0,0,Solar Generation SA,Solar,NE
5,2019-01-01 21:00:00,50.89910370322204,0,0,Solar Generation SA,Solar,NE
6,2019-01-02 01:00:00,49.67273712061506,0,0,Solar Generation SA,Solar,NE
7,2019-01-02 05:00:00,50.51879750845428,0,0,Solar Generation SA,Solar,NE
8,2019-01-02 09:00:00,48.044809872692014,0,0,Solar Generation SA,Solar,NE
9,2019-01-02 13:00:00,49.407684116701816,0,0,Solar Generation SA,Solar,NE
10,2019-01-02 17:00:00,49.684720268934186,0,0,Solar Generation SA,Solar,NE
11,2019-01-02 21:00:00,48.83324098541584,0,0,Solar Generation SA,Solar,NE
12,2019-01-03 01:00:00,49.15063779035041,0,0,Solar Generation SA,Solar,NE
13,2019-01-03 05:00:00,50.640542913951045,0,0,Solar Generation SA,Solar,NE
14,2019-01-03 09:00:00,49.954405004114626,0,0,Solar Generation SA,Solar,NE
15,2019-01-03 13:00:00,51.188266004453034,0,0,Solar Generation SA,Solar,NE
16,2019-01-03 17:00:00,51.40478399698452,0,0,Solar Generation SA,Solar,NE
17,2019-01-03 21:00:00,49.20754602015375,0,0,Solar Generation SA,Solar,NE
18,2019-01-04 01:00:00,49.16846910250748,0,0,Solar Generation SA,Solar,NE
19,2019-01-04 05:00:00,52.21254336384038,0,0,Solar Generation SA,Solar,NE
20,2019-01-04 09:00:00,48.88912096827931,0,0,Solar Generation SA,Solar,NE
21,2019-01-04 13:00:00,51.855750331298346,0,0,Solar Generation SA,Solar,NE
22,2019-01-04 17:00:00,49.93486293535777,0,0,Solar Generation SA,Solar,NE
23,2019-01-04 21:00:00,48.83771002539859,0,0,Solar Generation SA,Solar,NE
24,2019-01-05 01:00:00,47.94780494474837,0,0,Solar Generation SA,Solar,NE
25,2019-01-05 05:00:00,50.651069071820125,0,0,Solar Generation SA,Solar,NE
26,2019-01-05 09:00:00,51.63428604277633,0,0,Solar Generation SA,Solar,NE
27,2019-01-05 13:00:00,47.875442866557854,0,0,Solar Generation SA,Solar,NE
28,2019-01-05 17:00:00,50.334270918931225,0,0,Solar Generation SA,Solar,NE
29,2019-01-05 21:00:00,51.142425935603285,0,0,Solar Generation SA,Solar,NE
30,2019-01-06 01:00:00,52.57377879266761,0,0,Solar Generation SA,Solar,NE
31,2019-01-06 05:00:00,49.43009975132413,0,0,Solar Generation SA,Solar,NE
32,2019-01-06 09:00:00,50.32191034046204,0,0,Solar Generation SA,Solar,NE
33,2019-01-06 13:00:00,52.43559565070252,0,0,Solar Generation SA,Solar,NE
34,2019-01-06 17:00:00,49.175367229647854,0,0,Solar Generation SA,Solar,NE
35,2019-01-06 21:00:00,51.095930684457024,0,0,Solar Generation SA,Solar,NE
36,2019-01-07 01:00:00,54.846764789970116,0,0,Solar Generation SA,Solar,NE
37,2019-01-07 05:00:00,47.061971753055744,0,0,Solar Generation SA,Solar,NE
38,2019-01-07 09:00:00,48.72432100977065,0,0,Solar Generation SA,Solar,NE
39,2019-01-07 13:00:00,49.85702218980884,0,0,Solar Generation SA,Solar,NE
40,2019-01-07 17:00:00,48.081040781858995,0,0,Solar Generation SA,Solar,NE
41,2019-01-07 21:00:00,51.926063726367886,0,0,Solar Generation SA,Solar,NE
42,2019-01-08 01:00:00,52.237433983753924,0,0,Solar Generation SA,Solar,NE
43,2019-01-08 05:00:00,47.90493623429732,0,0,Solar Generation SA,Solar,NE
44,2019-01-08 09:00:00,51.99024431462176,0,0,Solar Generation SA,Solar,NE
45,2019-01-08 13:00:00,50.21586697670661,0,0,Solar Generation SA,Solar,NE
46,2019-01-08 17:00:00,49.57383834730625,0,0,Solar Generation SA,Solar,NE
47,2019-01-08 21:00:00,55.4464712227683,0,0,Solar Generation SA,Solar,NE
48,2019-01-09 01:00:00,50.38392516729378,0,0,Solar Generation SA,Solar,NE
49,2019-01-09 05:00:00,52.1166200016852,0,0,Solar Generation SA,Solar,NE
50,2019-01-09 09:00:00,51.83020241442387,0,0,Solar Generation SA,Solar,NE
51,2019-01-09 13:00:00,48.121684969977714,0,0,Solar Generation SA,Solar,NE
52,2019-01-09 17:00:00,47.79177201750552,0,0,Solar Generation SA,Solar,NE
53,2019-01-09 21:00:00,50.600232718961095,0,0,Solar Generation SA,Solar,NE
54,2019-01-10 01:00:00,50.57311979175309,0,0,Solar Generation SA,Solar,NE
55,2019-01-10 05:00:00,48.77060653981447,0,0,Solar Generation SA,Solar,NE
56,2019-01-10 09:00:00,52.159878014957,0,0,Solar Generation SA,Solar,NE
57,2019-01-10 13:00:00,50.686633065397515,0,0,Solar Generation SA,Solar,NE
58,2019-01-10 17:00:00,47.997647508055564,0,0,Solar Generation SA,Solar,NE
59,2019-01-10 21:00:00,53.22635117206958,0,0,Solar Generation SA,Solar,NE
60,2019-01-11 01:00:00,47.06728560897882,0,0,Solar Generation SA,Solar,NE
61,2019-01-11 05:00:00,51.14368603409686,0,0,Solar Generation SA,Solar,NE
62,2019-01-11 09:00:00,52.4853559963951,0,0,Solar Generation SA,Solar,NE
63,2019-01-11 13:00:00,45.973395130316476,0,0,Solar Generation SA,Solar,NE
64,2019-01-11 17:00:00,54.480032066879396,0,0,Solar Generation SA,Solar,NE
65,2019-01-11 21:00:00,52.248610172136544,0,0,Solar Generation SA,Solar,NE
66,2019-01-12 01:00:00,51.660642079856515,0,0,Solar Generation SA,Solar,NE
67,2019-01-12 05:00:00,49.9377277278605,0,0,Solar Generation SA,Solar,NE
68,2019-01-12 09:00:00,51.169835439135106,0,0,Solar Generation SA,Solar,NE
69,2019-01-12 13:00:00,51.12223087666681,0,0,Solar Generation SA,Solar,NE
70,2019-01-12 17:00:00,48.89839210554442,0,0,Solar Generation SA,Solar,NE
71,2019-01-12 21:00:00,49.33878122696134,0,0,Solar Generation SA,Solar,NE
72,2019-01-13 01:00:00,53.232596181147876,0,0,Solar Generation SA,Solar,NE
73,2019-01-13 05:00:00,49.349386753593635,0,0,Solar Generation SA,Solar,NE
74,2019-01-13 09:00:00,52.630950504564765,0,0,Solar Generation SA,Solar,NE
75,2019-01-13 13:00:00,51.57240108263748,0,0,Solar Generation SA,Solar,NE
76,2019-01-13 17:00:00,49.17506276194177,0,0,Solar Generation SA,Solar,NE
77,2019-01-13 21:00:00,49.881288974169586,0,0,Solar Generation SA,Solar,NE
78,2019-01-14 01:00:00,48.526295398285995,0,0,Solar Generation SA,Solar,NE
79,2019-01-14 05:00:00,51.60834473965229,0,0,Solar Generation SA,Solar,NE
80,2019-01-14 09:00:00,52.604225887645924,0,0,Solar Generation SA,Solar,NE
81,2019-01-14 13:00:00,54.35027343366824,0,0,Solar Generation SA,Solar,NE
82,2019-01-14 17:00:00,48.81318407643478,0,0,Solar Generation SA,Solar,NE
83,2019-01-14 21:00:00,51.45270834003257,0,0,Solar Generation SA,Solar,NE
84,2019-01-15 01:00:00,49.87634594235065,0,0,Solar Generation SA,Solar,NE
85,2019-01-15 05:00:00,47.89327303525088,0,0,Solar Generation SA,Solar,NE
86,2019-01-15 09:00:00,50.9758335225126,0,0,Solar Generation SA,Solar,NE
87,2019-01-15 13:00:00,48.31509245940113,0,0,Solar Generation SA,Solar,NE
88,2019-01-15 17:00:00,51.748440088173346,0,0,Solar Generation SA,Solar,NE
89,2019-01-15 21:00:00,51.67170373510399,0,0,Solar Generation SA,Solar,NE
90,2019-01-16 01:00:00,49.74569393070853,0,0,Solar Generation SA,Solar,NE
91,2019-01-16 05:00:00,51.579695369210924,0,0,Solar Generation SA,Solar,NE
92,2019-01-16 09:00:00,51.40436093269187,0,0,Solar Generation SA,Solar,NE
93,2019-01-16 13:00:00,49.49164692709345,0,0,Solar Generation SA,Solar,NE
94,2019-01-16 17:00:00,49.52620624306298,0,0,Solar Generation SA,Solar,NE
95,2019-01-16 21:00:00,47.91581397285806,0,0,Solar Generation SA,Solar,NE
96,2019-01-17 01:00:00,51.75608444880755,0,0,Solar Generation SA,Solar,NE
97,2019-01-17 05:00:00,50.74668580094606,0,0,Solar Generation SA,Solar,NE
98,2019-01-17 09:00:00,46.14484057146123,0,0,Solar Generation SA,Solar,NE
99,2019-01-17 13:00:00,47.51370091282102,0,0,Solar Generation SA,Solar,NE
100,2019-01-17 17:00:00,54.47764954005286,0,0,Solar Generation SA,Solar,NE
101,2019-01-17 21:00:00,50.60507926541184,0,0,Solar Generation SA,Solar,NE
102,2019-01-18 01:00:00,54.505150139398665,0,0,Solar Generation SA,Solar,NE
103,2019-01-18 05:00:00,50.21229006121209,0,0,Solar Generation SA,Solar,NE
104,2019-01-18 09:00:00,50.17939245933223,0,0,Solar Generation SA,Solar,NE
105,2019-01-18 13:00:00,52.587431393996354,0,0,Solar Generation SA,Solar,NE
106,2019-01-18 17:00:00,49.254419722673966,0,0,Solar Generation SA,Solar,NE
107,2019-01-18 21:00:00,50.927876963328735,0,0,Solar Generation SA,Solar,NE
108,2019-01-19 01:00:00,50.08324794133484,0,0,Solar Generation SA,Solar,NE
109,2019-01-19 05:00:00,51.69815356186486,0,0,Solar Generation SA,Solar,NE
110,2019-01-19 09:00:00,52.40294218348763,0,0,Solar Generation SA,Solar,NE
111,2019-01-19 13:00:00,48.98185558596477,0,0,Solar Generation SA,Solar,NE
112,2019-01-19 17:00:00,50.41575089989988,0,0,Solar Generation SA,Solar,NE
113,2019-01-19 21:00:00,51.586079997360244,0,0,Solar Generation SA,Solar,NE
